"","ID","CRUCODE","YEAR","MONTH","STA","STRATUM","TOW","VESSEL","EST_EDT","YRMODA","TIME","MINOUT","STARTDEPTH","ENDDEPTH","MINDEPTH","MAXDEPTH","SLAT","SLONG","ELAT","ELONG","TEMPSURF","TEMPBOT","SALSURF","SALBOT","DOSURF","DOBOT","SPP","NUMBER","WEIGHT"
"5996",20232010,20232,2023,4,10,21,4,"SW",1,20230331,1119,20,7.93,6.1,6.405,7.93,3909.083,7439.526,3908.231,7440.116,8.52621,8.39981,32.96952,33.00772,9.29905,9.12719,15,85,127.82
"5997",20232011,20232,2023,4,11,22,12,"SW",1,20230331,1238,20,11.285,12.2,11.285,12.505,3904.516,7442.288,3903.561,7442.394,8.22892,7.83069,32.53639,33.08878,9.62097,8.41622,15,123,186.92
"5998",20232012,20232,2023,4,12,21,12,"SW",1,20230331,1401,20,9.455,8.54,8.54,9.455,3900.977,7445.523,3900.119,7445.523,8.37549,8.33851,32.5114,32.46486,9.70023,9.53716,15,60,82.51
"5999",20232013,20232,2023,4,13,24,25,"SW",2,20230403,717,20,8.235,10.675,8.235,10.675,3852.406,7454.48,3852.466,7453.222,8.64726,8.65222,32.02679,32.01392,9.55925,9.54059,15,3,4.76
"6000",20232014,20232,2023,4,14,25,16,"SW",2,20230403,852,20,12.81,13.42,12.81,13.42,3849.689,7453.568,3849.594,7454.835,8.42724,8.38756,32.51053,32.55171,9.51263,9.39683,15,12,24.57
"6001",20232015,20232,2023,4,15,24,19,"SW",2,20230403,1045,20,7.93,12.81,7.93,12.81,3852.554,7501.715,3853.201,7502.44,9.23225,8.9723,29.46052,30.40582,9.59156,9.23449,15,31,45.31
"6002",20232016,20232,2023,4,16,25,21,"SW",2,20230403,1259,20,12.81,11.895,11.895,12.81,3845.397,7454.94,3845.457,7453.823,9.02665,8.56667,31.84452,32.2472,9.69258,9.43547,15,9,19.38
"6003",20232017,20232,2023,4,17,26,22,"SW",2,20230403,1500,20,24.705,21.35,21.35,24.705,3841.995,7439.996,3841.077,7439.488,8.81619,7.91698,33.08362,34.19254,9.52213,8.71746,15,11,17.11
"6004",20232018,20232,2023,4,18,26,15,"SW",2,20230403,1634,20,28.975,25.01,25.01,28.975,3846.249,7434.095,3846.368,7432.889,8.65489,8.04956,33.80639,34.06558,9.34889,8.99488,15,11,23.14
"6005",20232019,20232,2023,4,19,23,31,"SW",2,20230404,836,20,24.4,23.18,23.18,24.4,3853.689,7432.156,3854.665,7432.441,8.30277,8.02672,32.96194,33.74108,9.37097,9.12015,15,4,7.34
"6006",20232020,20232,2023,4,20,23,21,"SW",2,20230404,957,20,24.095,21.045,21.045,24.4,3858.917,7428.94,3859.907,7429.091,8.34088,8.06423,33.493,33.70038,9.3625,9.18846,15,17,33.54
"6007",20232021,20232,2023,4,21,22,26,"SW",2,20230404,1100,20,15.555,19.215,15.555,19.215,3901.374,7430.929,3902.269,7430.306,8.64594,8.47041,33.19729,33.375,9.50786,9.37244,15,18,28.46
"6008",20232022,20232,2023,4,22,18,25,"SW",2,20230404,1411,20,8.235,7.625,7.625,8.235,3922.185,7421.105,3922.923,7420.267,10.47321,9.4081,32.44558,32.92043,9.22808,9.14606,15,95,144.77
"6009",20232023,20232,2023,4,23,17,59,"SW",2,20230405,1010,20,20.74,22.875,20.74,22.875,3942.996,7359.001,3943.844,7358.414,8.373,7.28004,32.78712,33.39113,9.30932,8.92,15,390,550.84
"6010",20232025,20232,2023,4,25,17,14,"SW",2,20230405,1445,20,22.875,24.705,22.875,24.705,4009.45,7352.633,4002.497,7352.558,8.02994,7.13518,32.50588,33.77,9.81294,8.72333,15,776,1111.65
"6011",20232026,20232,2023,4,26,14,21,"SW",2,20230405,1706,20,22.875,22.57,22.265,22.875,4010.928,7351.416,4011.893,7351.522,NA,NA,NA,NA,NA,NA,15,293,445.74
"6012",20232027,20232,2023,4,27,13,13,"SW",2,20230406,747,20,14.335,16.165,14.335,16.165,4013.32,7358.601,4014.218,7358.141,8.42621,7.90147,28.02477,32.525,9.44449,9.24546,15,160,247.93
"6013",20232028,20232,2023,4,28,12,24,"SW",2,20230406,904,15,11.59,10.675,10.675,11.59,4013.854,7359.334,4014.562,7359.119,8.60038,7.95771,28.0846,31.9913,9.47714,9.1548,15,37,55.05
"6014",20232029,20232,2023,4,29,14,10,"SW",2,20230406,1228,20,19.52,19.215,19.215,19.52,4017.63,7353.772,4018.586,7353.798,8.35985,7.36885,30.97024,33.38067,9.75902,8.70721,15,670,978.73
"6015",20232030,20232,2023,4,30,13,2,"SW",2,20230406,1434,20,18.605,18.3,18.3,18.605,4027.075,7354.661,4028.036,7354.993,8.67353,7.96241,28.20471,31.79103,9.65165,9.50483,15,8,11.04
"6016",20232031,20232,2023,4,31,12,2,"SW",2,20230406,1556,18,5.49,5.49,5.49,6.1,4028.22,7358.209,4027.593,7357.362,9.15926,8.77083,24.35558,24.8377,9.41,9.2389,15,0,0
"6017",20233032,20233,2023,6,32,16,7,"SW",2,20230601,741,20,16.165,17.69,16.165,17.69,3955.895,7403.181,3954.899,7403.196,16.4144,15.50622,28.74025,31.19877,9.04,8.27397,15,0,0
"6018",20233033,20233,2023,6,33,17,35,"SW",2,20230601,956,20,18.605,19.215,18.605,19.215,3954.639,7358.193,3953.64,7358.22,16.37455,11.23193,30.40205,32.25627,8.91841,5.49133,15,3,1.56
"6019",20233034,20233,2023,6,34,17,44,"SW",2,20230601,1449,20,22.57,22.875,21.96,22.875,3952.03,7353.62,3951.077,7353.334,16.82711,10.42067,30.52278,32.66807,8.83759,6.11067,15,2,2.73
"6020",20233035,20233,2023,6,35,17,54,"SW",2,20230601,1335,20,19.52,20.13,19.52,20.13,3947.164,7358.206,3946.181,7358.271,17.63251,15.55276,29.78581,31.49537,9.12442,8.14171,15,30,15.2
"6021",20233036,20233,2023,6,36,20,9,"SW",2,20230601,1556,20,21.35,23.485,21.35,23.485,3934.712,7401.918,3933.838,7401.412,16.47979,13.92405,32.145,32.37234,8.59941,7.55453,15,3,0.94
"6022",20233037,20233,2023,6,37,20,57,"SW",2,20230601,1829,20,23.79,24.4,23.485,24.4,3919.413,7404.462,3918.39,7404.487,16.50378,13.24211,32.01181,32.69684,8.90806,7.30224,15,1,0.14
"6023",20233038,20233,2023,6,38,19,32,"SW",2,20230602,732,20,16.165,16.775,15.86,16.775,3919.079,7419.315,3918.463,7420.319,16.20669,15.97138,30.88514,31.44268,8.56429,8.17143,15,0,0
"6024",20233039,20233,2023,6,39,19,43,"SW",2,20230602,920,20,14.64,15.25,14.64,15.25,3913.973,7330.329,3912.965,7430.262,16.74218,16.23392,30.98009,31.36608,8.55905,7.67716,15,0,0
"6025",20233040,20233,2023,6,40,22,4,"SW",2,20230602,1113,20,14.03,15.25,14.03,15.25,3909.567,7433.47,3908.619,7433.93,16.80802,16.38276,31.62636,31.76762,8.25227,7.938,15,0,0
"6026",20233041,20233,2023,6,41,18,51,"SW",2,20230602,1241,20,6.71,6.1,6.1,7.015,3912.892,7436.989,3912.128,7437.813,18.60048,17.25736,30.40928,30.70239,8.53459,7.8694,15,0,0
"6027",20233042,20233,2023,6,42,18,55,"SW",2,20230602,1414,20,5.795,7.015,5.795,7.015,3911.351,7438.608,3910.495,7439.282,19.99329,17.62859,30.4919,30.57156,8.62452,7.90109,15,0,0
"6028",20233043,20233,2023,6,43,21,1,"SW",2,20230602,1605,20,7.32,6.1,6.1,7.32,3909.236,7439.898,3908.461,7440.714,19.61415,17.81358,30.45064,30.57835,8.83426,8.27873,15,0,0
"6029",20233044,20233,2023,6,44,22,8,"SW",2,20230602,1727,20,14.335,13.42,13.42,14.64,3906.588,7437.908,3905.601,7437.904,18.53268,16.52888,30.57679,31.36263,8.57607,7.92303,15,0,0
"6030",20233045,20233,2023,6,45,24,2,"SW",2,20230605,638,20,8.845,7.32,7.32,8.845,3854.12,7455.584,3853.371,7454.803,17.95298,18.00611,30.67255,30.74477,7.56118,7.52742,15,0,0
"6031",20233046,20233,2023,6,46,24,37,"SW",2,20230605,830,20,10.065,10.065,7.32,10.065,3850.676,7458.467,3849.876,7457.823,17.41427,17.4104,31.09712,31.09505,7.87746,7.85252,15,0,0
"6032",20233047,20233,2023,6,47,25,22,"SW",2,20230605,1025,20,13.42,14.03,13.115,14.03,3846.057,7454.725,3845.376,7453.777,17.58558,17.36935,31.91566,31.95063,7.89981,7.71254,15,0,0
"6033",20233048,20233,2023,6,48,26,28,"SW",2,20230605,1228,20,17.385,19.215,17.385,19.215,3837.227,7443.501,3837.056,7442.254,16.83961,16.21941,32.21146,32.45245,8.15878,7.95735,15,0,0
"6034",20233049,20233,2023,6,49,26,12,"SW",2,20230605,1428,20,25.315,25.925,25.315,25.925,3846.311,7438.058,3846.494,7439.311,16.72087,15.90391,32.29885,32.61698,8.26423,8.07057,15,0,0
"6035",20233050,20233,2023,6,50,25,25,"SW",2,20230605,1623,20,13.725,14.64,13.725,14.64,3845.455,7446.65,3844.855,7447.635,17.85311,17.04532,32.00029,32.00948,8.05029,7.84338,15,0,0
"6036",20233051,20233,2023,6,51,25,18,"SW",2,20230605,1810,20,11.59,12.81,11.59,12.81,3849.11,7450.544,3848.768,7451.734,17.61025,17.42911,31.59519,31.88113,8.18423,7.89642,15,0,0
"6037",20233052,20233,2023,6,52,21,14,"SW",2,20230606,708,20,7.32,6.71,6.71,7.32,3858.158,7448.045,3858.791,7447.1,17.8266,17.32405,30.97057,31.23111,7.94286,7.63951,15,0,0
"6038",20233053,20233,2023,6,53,22,42,"SW",2,20230606,942,20,17.08,11.895,10.675,17.08,3855.817,7435.15,3856.78,7434.91,16.79159,16.10982,31.92676,32.19934,8.21235,7.88934,15,0,0
"6039",20233054,20233,2023,6,54,23,24,"SW",2,20230606,1047,20,16.165,19.825,16.165,19.825,3856.72,7432.631,3855.947,7433.462,16.87767,15.63994,31.88578,32.55424,8.11511,7.96121,15,0,0
"6040",20233055,20233,2023,6,55,23,29,"SW",2,20230606,1229,20,24.4,23.485,23.485,24.4,3855.563,7424.184,3856.379,7423.495,16.29177,14.61305,31.95,32.91333,8.45227,7.88825,15,0,0
"6041",20233056,20233,2023,6,56,23,15,"SW",2,20230606,1410,20,20.74,25.925,20.74,25.925,3903.857,7423.151,3904.856,7423.088,17.3304,15.71252,31.27419,32.32404,8.46532,8.09212,15,0,0
"6042",20233057,20233,2023,6,57,20,69,"SW",2,20230606,1540,20,17.995,17.385,17.385,17.995,3910.631,7423.82,3911.617,7423.858,17.72046,16.33237,30.73659,31.92387,8.35805,7.9079,15,0,0
"6043",20233058,20233,2023,6,58,19,25,"SW",2,20230606,1746,20,13.115,14.335,13.115,14.335,3921.63,7418.556,3922.292,7417.607,17.76952,16.25643,30.85655,31.9719,8.53655,7.85086,15,0,0
"6044",20233059,20233,2023,6,59,18,16,"SW",2,20230607,713,20,7.32,6.1,6.1,7.32,3924.319,7419.15,3925.13,7418.452,17.29998,16.59392,30.81592,31.47264,8.22959,7.74887,15,0,0
"6045",20233060,20233,2023,6,60,16,25,"SW",2,20230607,1006,20,17.08,16.47,16.47,17.08,3938.701,7404.077,3939.584,7403.548,17.26515,14.5945,30.66485,32.18202,8.55848,7.19615,15,0,0
"6046",20233061,20233,2023,6,61,15,28,"SW",2,20230607,1144,20,8.845,9.76,8.845,9.76,3941.94,7407.27,3942.633,7406.978,17.40113,16.72176,30.43009,30.70128,8.46358,7.66756,15,0,0
"6047",20233062,20233,2023,6,62,15,20,"SW",2,20230607,1326,20,8.845,7.93,7.93,8.845,3949.735,7404.82,3950.735,7404.75,17.73955,17.24449,30.53069,30.74486,8.85103,8.26081,15,0,0
"6048",20233063,20233,2023,6,63,15,11,"SW",2,20230607,1505,20,7.93,7.625,7.625,7.93,3958.285,7403.585,3959.215,7409.376,17.86399,17.10624,30.32324,31.05552,8.83085,8.33103,15,0,0
"6049",20233064,20233,2023,6,64,16,2,"SW",2,20230607,1706,20,14.945,15.555,14.64,15.555,4008.549,7358.885,4009.492,7358.366,17.69475,13.80913,29.63151,31.97403,9.09198,6.27234,15,4,0.44
"6050",20233065,20233,2023,6,65,13,16,"SW",2,20230607,1827,20,17.08,18.3,12.2,18.3,4010.334,7357.016,4011.311,7357.293,17.32252,13.54194,29.9275,32.10405,9.28063,6.68835,15,0,0
"6051",20233066,20233,2023,6,66,14,21,"SW",2,20230608,740,20,22.265,21.045,21.045,22.265,4011.076,7351.392,4012.08,7351.557,16.12553,14.28657,31.76394,32.49057,8.63379,7.83283,15,0,0
"6052",20233067,20233,2023,6,67,12,23,"SW",2,20230608,920,15,9.76,8.845,8.845,9.76,4015.592,7358.882,4016.225,7358.774,17.08324,16.09073,29.68667,30.56298,8.57296,6.47798,15,0,0
"6053",20233068,20233,2023,6,68,14,2,"SW",2,20230608,1132,20,24.705,25.62,24.705,25.62,4026.335,7350.464,4027.299,7350.742,16.79074,11.02671,30.18132,32.60381,8.45737,6.73712,15,26,30.16
"6054",20233069,20233,2023,6,69,13,4,"SW",2,20230608,1350,19,17.385,18.3,17.385,18.3,4025.155,7355.687,4026.049,7355.44,18.44963,14.50455,28.18808,31.87176,9.46883,7.19353,15,3,3.65
"6055",20233070,20233,2023,6,70,12,2,"SW",2,20230608,1531,15,6.1,5.795,5.185,6.1,4028.041,7357.91,4027.45,7357.106,17.64732,15.79795,27.42324,30.60436,8.29122,7.68702,15,0,0
"6056",20234071,20234,2023,8,71,15,5,"SW",2,20230826,706,20,8.845,8.235,8.235,8.845,4005.652,7401.729,4004.699,7402.076,21.0144,17.3799,30.74612,31.44698,5.06353,1.01919,15,0,0
"6057",20234072,20234,2023,8,72,16,10,"SW",2,20230826,939,20,16.47,17.385,16.47,17.385,3951.507,7402.783,3950.492,7402.817,19.17113,15.78206,31.16259,31.92,4.62059,2.26875,15,0,0
"6058",20234073,20234,2023,8,73,15,23,"SW",2,20230826,1121,20,8.235,7.015,7.015,8.235,3948.266,7404.838,3947.283,7404.801,18.93304,16.56642,31.36735,31.75455,4.03858,2.44573,15,0,0
"6059",20234074,20234,2023,8,74,16,14,"SW",2,20230826,1331,20,13.115,13.115,12.505,13.42,3946.732,7403.291,3945.742,7403.224,19.63016,16.33339,31.1738,31.83177,5.2424,2.74278,15,0,0
"6060",20234075,20234,2023,8,75,15,28,"SW",2,20230826,1528,20,11.285,7.625,7.625,11.285,3942.666,7406.918,3941.798,7407.425,22.69872,16.72889,30.77629,31.84429,6.40041,2.51911,15,0,0
"6061",20234076,20234,2023,8,76,19,3,"SW",2,20230826,1748,20,15.25,16.775,15.25,16.775,3937.536,7407.451,3936.533,7407.418,23.5448,16.30013,30.83131,31.98105,7.00131,3.21024,15,0,0
"6062",20234077,20234,2023,8,77,19,24,"SW",2,20230827,651,20,14.03,12.2,12.2,14.03,3920.076,7421.772,3920.679,7420.74,23.24327,18.18056,31.11958,31.81018,6.35972,3.6574,15,0,0
"6063",20234078,20234,2023,8,78,18,33,"SW",2,20230827,925,20,5.795,6.1,5.795,6.1,3920.241,7424.387,3920.016,7425.507,23.35993,21.01628,30.98271,31.35847,6.19678,4.091,15,0,0
"6064",20234079,20234,2023,8,79,18,38,"SW",2,20230827,1249,20,7.625,8.235,7.32,8.235,3919.634,7426.184,3918.974,7427.14,23.87538,21.89882,30.97027,31.20866,5.82649,4.88585,15,0,0
"6065",20234080,20234,2023,8,80,19,28,"SW",2,20230827,1505,20,10.065,10.675,10.065,10.675,3918.446,7426.542,3917.864,7427.558,23.66376,20.01096,31.11984,31.5162,7.2473,4.27465,15,0,0
"6066",20234081,20234,2023,8,81,22,2,"SW",2,20230827,1824,20,12.2,14.64,12.2,14.64,3908.798,7436.593,3908.281,7437.64,23.67416,21.08249,31.4484,31.71624,7.428,5.2466,15,0,0
"6067",20234082,20234,2023,8,82,24,16,"SW",2,20230828,710,20,8.54,7.93,7.93,8.845,3854.262,7455.75,3853.457,7454.973,NA,NA,NA,NA,NA,NA,15,0,0
"6068",20234083,20234,2023,8,83,24,28,"SW",2,20230828,902,20,9.455,9.76,9.455,10.37,3849.777,7457.862,3850.637,7458.423,22.40098,22.20089,31.83796,31.84564,7.17222,6.98111,15,0,0
"6069",20234084,20234,2023,8,84,25,17,"SW",2,20230828,1204,20,11.59,10.675,10.675,11.59,3848.603,7453.825,3848.949,7452.707,22.34097,22.10925,31.86609,31.84889,7.19281,7.00528,15,0,0
"6070",20234085,20234,2023,8,85,25,28,"SW",2,20230828,1416,20,15.25,14.03,14.03,15.25,3844.784,7452.311,3844.739,7451.063,22.54242,19.31994,31.0615,31.93508,7.55025,6.382,15,0,0
"6071",20234086,20234,2023,8,86,26,31,"SW",2,20230828,1742,20,27.45,26.23,26.23,27.45,3834.761,7438.788,3835.081,7439.951,22.97129,13.89171,30.76176,32.53829,7.67294,6.81683,15,0,0
"6072",20234087,20234,2023,8,87,25,1,"SW",2,20230829,725,20,12.2,13.725,12.2,13.725,3854.814,7451.791,3855.089,7450.729,23.13212,23.11096,31.7,31.70354,6.71,6.77438,15,0,0
"6073",20234088,20234,2023,8,88,22,44,"SW",2,20230829,942,20,12.81,13.42,12.81,13.42,3853.606,7444.464,3854.568,7444.377,22.87487,22.22068,31.55125,31.83133,7.06917,6.47717,15,0,0
"6074",20234089,20234,2023,8,89,26,11,"SW",2,20230829,1150,20,22.875,26.535,22.875,26.535,3845.062,7440.833,3845.22,7439.618,23.28468,17.83253,31.42,32.1409,7.3398,6.18921,15,0,0
"6075",20234090,20234,2023,8,90,23,31,"SW",2,20230829,1358,20,22.875,21.96,21.96,22.875,3853.501,7432.205,3854.432,7432.587,22.7554,17.22497,31.63674,32.08648,7.14,4.82282,15,0,0
"6076",20234091,20234,2023,8,91,23,34,"SW",2,20230829,1604,20,21.35,27.755,21.35,27.755,3854.846,7427.755,3854.242,7426.769,23.68907,16.01102,31.68185,32.27233,7.35333,5.51156,15,0,0
"6077",20234092,20234,2023,8,92,22,40,"SW",2,20230829,1816,20,15.555,11.895,11.895,15.555,3855.814,7440.077,3856.786,7440.094,23.21053,23.21101,31.55,31.55891,6.95,6.93613,15,0,0
"6078",20234093,20234,2023,8,93,21,16,"SW",2,20230830,731,20,8.235,6.71,6.71,8.235,3857.281,7449.722,3857.903,7448.705,24.209,NA,31.51111,NA,6.26444,NA,15,0,0
"6079",20234094,20234,2023,8,94,21,1,"SW",2,20230830,1037,20,6.71,6.71,5.795,7.015,3908.462,7440.617,3909.224,7439.842,23.98355,23.66713,31.00184,31.13101,6.96947,6.50174,15,0,0
"6080",20234095,20234,2023,8,95,23,1,"SW",2,20230830,1250,20,17.69,18.3,16.775,18.3,3909.95,7429.838,3909.185,7429.099,24.0762,18.16381,31.499,31.98159,7.1,3.71508,15,0,0
"6081",20234096,20234,2023,8,96,18,14,"SW",2,20230830,1627,20,5.49,9.15,4.88,9.76,3925.304,7418.17,3925.632,7416.989,23.90961,23.34219,30.7,30.84158,7.17195,6.99719,15,0,0
"6082",20234097,20234,2023,9,97,20,50,"SW",2,20230906,814,20,24.4,24.095,24.095,24.4,3921.45,7401.429,3922.422,7401.679,23.45843,15.67707,30.74786,32.3134,7.59571,4.47117,15,0,0
"6083",20234098,20234,2023,9,98,20,51,"SW",2,20230906,937,20,26.84,24.4,24.4,26.84,3921.387,7400.019,3922.373,7359.842,23.39122,15.64481,30.7975,32.34588,7.48094,4.55979,15,0,0
"6084",20234099,20234,2023,9,99,20,27,"SW",2,20230906,1123,20,23.79,24.4,23.79,24.4,3929.601,7355.509,3930.555,7355.235,24.11317,15.19671,30.925,32.30802,7.50167,4.58516,15,0,0
"6085",20234100,20234,2023,9,100,17,58,"SW",2,20230906,1402,20,26.23,25.62,25.62,26.535,3946.169,7351.653,3947.149,7352.026,24.29118,15.86721,30.19837,32.03431,8.73327,2.8981,15,0,0
"6086",20234101,20234,2023,9,101,16,15,"SW",2,20230906,1543,20,18.605,16.775,16.775,18.91,3945.22,7400.358,3946.217,7400.252,25.5012,17.73581,29.809,31.73784,7.688,2.40543,15,0,0
"6087",20234102,20234,2023,9,102,17,22,"SW",2,20230906,1749,20,18.91,19.215,18.91,19.215,3957.784,7401.651,3958.77,7401.478,24.35559,17.72161,29.67944,31.74898,11.1807,1.29417,15,0,0
"6088",20234103,20234,2023,8,103,17,3,"SW",2,20230907,657,20,22.57,19.825,19.825,22.57,4007.183,7352.716,4008.181,7352.875,24.28085,15.26856,29.76447,32.01748,10.08564,1.02115,15,1,0.16
"6089",20234104,20234,2023,9,104,14,19,"SW",2,20230907,853,20,16.165,18.91,16.165,19.52,4010.975,7354.8,4011.926,7354.561,23.18716,17.15836,28.63265,31.718,9.37169,1.24303,15,0,0
"6090",20234105,20234,2023,9,105,14,6,"SW",2,20230907,1044,20,18.91,19.52,18.91,19.52,4021.453,7354.852,4022.366,7354.387,23.69986,18.46535,26.56808,31.75592,9.65697,4.37541,15,0,0
"6091",20234106,20234,2023,9,106,12,5,"SW",2,20230907,1315,15,6.405,4.88,5.49,6.405,4027.573,7359.153,4028.164,7359.356,25.5749,22.02014,26.68365,29.30363,11.73492,6.68308,15,0,0
"6092",20234107,20234,2023,9,107,13,8,"SW",2,20230907,1448,20,15.25,17.995,15.25,17.995,4022.866,7355.31,4021.872,7355.543,25.49046,18.73308,27.03236,31.74885,15.10586,4.82699,15,0,0
"6093",20234108,20234,2023,9,108,13,11,"SW",2,20230907,1646,20,14.03,16.165,14.03,16.165,4015.84,7358.066,4014.842,7358.134,24.31021,19.55492,28.20855,31.50769,13.43336,4.38141,15,0,0
"6094",20234109,20234,2023,9,109,12,23,"SW",2,20230908,747,20,7.625,7.32,7.015,7.625,4011.237,7400.167,4010.268,7400.545,22.15021,19.86042,30.16851,31.34932,5.52035,2.49814,15,0,0
"6095",20235110,20235,2023,10,110,16,2,"SW",2,20231012,728,20,15.86,17.385,15.86,17.385,4008.542,7358.891,4009.446,7358.292,17.37409,18.77103,33.20642,37.70703,6.75431,5.69724,15,0,0
"6096",20235111,20235,2023,10,111,15,8,"SW",2,20231012,908,20,7.625,8.235,7.015,8.235,4033.215,7402.461,4002.234,7402.642,17.74502,18.66999,33.55466,37.26422,6.96295,5.052,15,8,10.38
"6097",20235112,20235,2023,10,112,15,15,"SW",2,20231012,1210,20,7.625,7.625,7.625,7.625,3955.767,7404.003,3954.815,7404.19,18.88928,18.68273,37.04784,37.1379,5.86693,5.74057,15,2,3.14
"6098",20235113,20235,2023,10,113,16,12,"SW",2,20231012,1505,20,15.555,15.25,15.25,15.555,3949.819,7402.791,3948.82,7402.933,18.71757,18.85499,36.41358,37.45578,8.45761,5.57156,15,0,0
"6099",20235114,20235,2023,10,114,15,30,"SW",2,20231012,1742,20,7.93,8.54,7.93,8.54,3940.296,7408.423,NA,NA,18.4956,18.20506,36.54946,36.61836,7.88207,7.02462,15,0,0
"6100",20235115,20235,2023,10,115,18,37,"SW",2,20231013,730,20,6.405,7.93,6.405,7.93,3919.634,7427.416,3918.793,7428.101,18.53549,18.80776,36.37956,36.75023,6.51933,5.55583,15,0,0
"6101",20235116,20235,2023,10,116,18,41,"SW",2,20231013,947,20,7.015,7.625,7.015,7.625,3918.85,7428.697,3918.257,7429.704,18.52072,18.82853,36.19,36.90114,7.0069,5.38678,15,0,0
"6102",20235117,20235,2023,10,117,23,1,"SW",2,20231013,1204,20,18.3,20.435,18.3,20.435,3909.965,7429.856,3909.153,7429.1,18.56489,18.88566,36.26257,38.08698,8.05429,5.56384,15,0,0
"6103",20235118,20235,2023,10,118,21,5,"SW",2,20231013,1356,20,6.405,6.1,5.795,7.015,3907.584,7440.813,3906.637,7441.24,18.81222,18.71634,35.72522,35.87357,7.43326,7.0777,15,0,0
"6104",20235119,20235,2023,10,119,21,15,"SW",2,20231013,1751,18,6.405,7.625,6.405,7.625,3857.775,7449.033,3857.233,7449.888,19.0325,19.01726,35.64882,35.65468,7.79368,7.64484,15,0,0
"6105",20235120,20235,2023,10,120,25,2,"SW",2,20231014,728,20,11.895,12.2,10.98,12.2,3853.326,7453.565,3852.396,7453.077,18.81568,18.82101,35.64375,35.65729,7.83946,7.70558,15,0,0
"6106",20235121,20235,2023,10,121,24,36,"SW",2,20231014,930,20,10.37,9.455,9.455,10.98,3850.688,7458.486,3850.208,7457.321,18.88447,18.91553,36.00189,35.98213,8.32333,8.11149,15,0,0
"6107",20235122,20235,2023,10,122,25,21,"SW",2,20231014,1058,20,14.335,14.945,14.335,14.945,3845.966,7455,3845.544,7453.798,18.78988,18.79887,36.2198,36.33921,8.5604,8.23571,15,0,0
"6108",20235123,20235,2023,10,123,25,34,"SW",2,20231014,1216,20,15.25,17.69,15.25,17.69,3841.89,7449.07,3840.894,7448.927,18.77171,18.95008,36.61857,36.78439,7.92557,7.51227,15,0,0
"6109",20235124,20235,2023,10,124,26,19,"SW",2,20231014,1404,20,25.925,25.62,25.62,25.925,3842.772,7438.9,3843.801,7438.82,18.57615,18.82441,37.34118,37.7472,7.75206,7.0248,15,0,0
"6110",20235125,20235,2023,10,125,26,13,"SW",2,20231014,1522,20,26.23,25.62,25.62,26.23,3844.904,7437.975,3845.798,7437.359,18.49602,18.84053,36.86068,37.804,7.85955,6.74133,15,0,0
"6111",20235126,20235,2023,10,126,23,36,"SW",2,20231014,1659,20,24.4,22.265,22.265,24.4,3851.036,7433.618,3852.013,7433.901,NA,NA,NA,NA,NA,NA,15,0,0
"6112",20235127,20235,2023,10,127,24,4,"SW",2,20231016,730,20,10.065,10.065,10.065,10.065,3855.036,7454.813,3855.219,7453.748,17.38436,17.41546,35.37091,35.37866,7.21909,7.32427,15,0,0
"6113",20235128,20235,2023,10,128,22,33,"SW",2,20231016,1036,20,15.86,14.64,14.64,15.86,3859.135,7435.291,3858.456,7434.373,17.95994,17.95351,36.87,36.86178,7.24943,7.27986,15,0,0
"6114",20235129,20235,2023,10,129,22,34,"SW",2,20231016,1219,20,14.335,10.37,10.37,14.335,3859.684,7433.202,3858.726,7432.909,17.94565,17.93506,36.73125,36.88,7.32687,7.30759,15,0,0
"6115",20235130,20235,2023,10,130,22,25,"SW",2,20231016,1329,20,7.625,18.91,7.625,18.91,3900.987,7432.981,3901.879,7433.476,17.99047,17.94144,36.68278,36.76412,7.40389,7.47147,15,0,0
"6116",20235131,20235,2023,10,131,23,28,"SW",2,20231016,1509,20,26.535,21.96,21.655,26.535,3856.491,7425.697,3855.487,7425.696,18.2415,18.1243,36.9515,37.27364,7.53025,7.23788,15,0,0
"6117",20235132,20235,2023,10,132,19,38,"SW",2,20231017,749,20,13.42,15.25,13.42,15.25,3915.638,7422.295,3916.32,7421.357,17.52821,17.54512,36.51,36.51858,7.39382,7.30013,15,0,0
"6118",20235133,20235,2023,10,133,18,2,"SW",2,20231017,1108,20,7.625,7.32,6.71,7.625,3935.442,7412.21,3936.115,7411.279,16.92346,17.07964,34.88,35.20297,8.47413,7.81835,15,1,1.44
"6119",20235134,20235,2023,10,134,19,3,"SW",2,20231017,1222,20,17.995,17.08,17.08,17.995,3937.002,7407.408,3935.999,7407.48,17.38609,17.68169,35.51604,35.97336,8.06681,6.64392,15,0,0
"6120",20235135,20235,2023,10,135,20,26,"SW",2,20231017,1415,20,21.96,23.485,21.96,23.485,3928.953,7358.287,3928.661,7357.065,17.95958,18.05651,37.22,37.4661,7.68258,7.37093,15,0,0
"6121",20235136,20235,2023,10,136,20,23,"SW",2,20231017,1541,20,21.35,20.13,20.13,21.35,3928.664,7403.475,3927.716,7403.05,18.0101,17.91073,36.95904,37.0732,7.59212,7.2504,15,0,0
"6122",20235137,20235,2023,10,137,20,50,"SW",2,20231017,1703,20,22.875,24.095,22.875,24.095,3922.552,7402.034,3921.604,7401.611,18.05032,17.98502,37.54014,37.69016,7.75,7.47952,15,0,0
